iter	Logloss
564	0.0002876956122
565	0.0002871253945
566	0.0002865623292
567	0.0002859762737
568	0.0002853675683
569	0.0002847807748
570	0.0002842401891
571	0.0002835763352
572	0.0002830573491
573	0.0002825442098
574	0.0002819771426
575	0.0002814127718
576	0.0002806993893
577	0.0002800310226
578	0.0002794377861
579	0.0002788853078
580	0.000278168718
581	0.0002776668185
582	0.0002771964811
583	0.0002765678792
584	0.0002760740973
585	0.0002755862191
586	0.0002749880155
587	0.0002742926847
588	0.0002738337574
589	0.0002733653216
590	0.0002725488231
591	0.0002719180925
592	0.000271408047
593	0.0002709252494
594	0.0002704125075
595	0.0002695618073
596	0.0002691025961
597	0.0002686649845
598	0.000268165157
599	0.0002676401252
600	0.000267142398
601	0.0002666772263
602	0.0002661029214
603	0.0002654950392
604	0.0002650736627
605	0.0002645486877
606	0.0002640566372
607	0.0002635624011
608	0.0002630807672
609	0.0002625299068
610	0.0002619829064
611	0.000261198339
612	0.0002607893944
613	0.0002602701528
614	0.0002598573764
615	0.0002589080447
616	0.0002583789825
617	0.0002579763106
618	0.0002574756883
619	0.0002570011218
620	0.0002565542005
621	0.0002559445586
622	0.0002555336555
623	0.0002550508295
624	0.0002546359244
625	0.0002541414329
626	0.0002536190691
627	0.0002531072639
628	0.0002525691191
629	0.000252156655
630	0.0002516319071
631	0.0002512366999
632	0.0002505153418
633	0.0002500477575
634	0.0002495636259
635	0.0002491968586
636	0.0002486576353
637	0.0002482453414
638	0.0002478094896
639	0.0002472911562
640	0.0002469242754
641	0.0002465714727
642	0.0002462090197
643	0.000245833624
644	0.0002454029946
645	0.0002450239658
646	0.0002446289857
647	0.0002440345571
648	0.0002434914453
649	0.0002429970105
650	0.0002426411141
651	0.0002418810413
652	0.000241479306
653	0.0002410817998
654	0.000240724995
655	0.0002402343636
656	0.0002398488635
657	0.0002394597871
658	0.0002389834608
659	0.0002386418978
660	0.0002383046491
661	0.000237922711
662	0.00023750203
663	0.0002369914452
664	0.0002366191858
665	0.0002359710421
666	0.0002355079424
667	0.0002350003804
668	0.0002343579275
669	0.0002339507994
670	0.000233585948
671	0.0002332607195
672	0.0002327976057
673	0.0002324935652
674	0.0002321368172
675	0.0002317357631
676	0.0002311091338
677	0.0002304802338
678	0.0002299883252
679	0.000229647784
680	0.0002292947116
681	0.0002289554335
682	0.0002286060367
683	0.0002280909675
684	0.0002277351845
685	0.000227443732
686	0.0002271200504
687	0.0002267756632
688	0.0002261773603
689	0.0002258700132
690	0.0002255075886
691	0.0002248431104
692	0.000224508487
693	0.0002240107599
694	0.0002236759946
695	0.00022335772
696	0.0002230337972
697	0.000222709704
698	0.0002224288242
699	0.0002221039789
700	0.0002218028193
701	0.0002215118351
702	0.0002211345519
703	0.0002208621871
704	0.0002203581589
705	0.0002200565026
706	0.0002197705422
707	0.0002194678642
708	0.0002191816199
709	0.0002186255796
710	0.0002181732371
711	0.0002176325662
712	0.0002170925623
713	0.0002168264985
714	0.0002165335701
715	0.0002162587643
716	0.0002158853128
717	0.0002155342698
718	0.0002151136881
719	0.000214766491
720	0.0002141593893
721	0.0002138534046
722	0.0002135792658
723	0.0002132913896
724	0.0002129739523
725	0.0002127132104
726	0.0002124375389
727	0.0002121604624
728	0.0002118992947
729	0.0002116441017
730	0.0002112314815
731	0.0002107899672
732	0.0002104013874
733	0.0002101413693
734	0.0002098526841
735	0.0002096079645
736	0.0002090438207
737	0.00020877428
738	0.0002084882061
739	0.0002082612401
740	0.0002079193223
741	0.0002076125571
742	0.0002072244315
743	0.0002069044965
744	0.0002063445534
745	0.0002060893888
746	0.0002057626843
747	0.0002054922354
748	0.0002052633251
749	0.0002050087565
750	0.0002047389746
751	0.00020446485
752	0.000204192627
753	0.0002039162318
754	0.000203649572
755	0.000203302531
756	0.000203028378
757	0.0002028028454
758	0.0002025680457
759	0.0002021788415
760	0.0002019530251
761	0.0002016965832
762	0.0002014695747
763	0.0002012326746
764	0.0002010171754
765	0.0002007601375
766	0.000200491136
767	0.0002002376318
768	0.0001999716674
769	0.000199708598
770	0.0001994703497
771	0.000199169176
772	0.0001986567037
773	0.000198361902
774	0.0001981403714
775	0.0001979281221
776	0.0001976817137
777	0.0001974468856
778	0.0001969386424
779	0.0001967281103
780	0.0001962256006
781	0.0001960040984
782	0.0001958060832
783	0.0001955550199
784	0.00019532435
785	0.0001950834762
786	0.0001945899214
787	0.0001943562144
788	0.0001941346129
789	0.0001938849404
790	0.0001936481113
791	0.0001933943658
792	0.0001931512214
793	0.0001929339341
794	0.0001927423761
795	0.0001925194689
796	0.0001922791061
797	0.0001917907738
798	0.0001915715138
799	0.0001913447749
800	0.0001911162479
801	0.0001908212616
802	0.0001906014766
803	0.0001903588005
804	0.000190128159
805	0.0001899017465
806	0.0001895895458
807	0.0001893729255
808	0.0001891338683
809	0.0001889043337
810	0.0001886804473
811	0.0001884708518
812	0.0001882480865
813	0.0001880097673
814	0.0001878035069
815	0.0001875254938
816	0.0001872969241
817	0.0001870990793
818	0.0001868201154
819	0.0001866368453
820	0.00018642786
821	0.0001862256158
822	0.0001860320142
823	0.0001857862586
824	0.0001855871223
825	0.0001853001685
826	0.0001850818169
827	0.0001848965032
828	0.0001846861414
829	0.000184477
830	0.0001842478769
831	0.0001840348045
832	0.0001838264721
833	0.0001836914676
834	0.0001835012862
835	0.0001830693228
836	0.0001828870319
837	0.0001826695601
838	0.000182407839
839	0.0001822161533
840	0.0001820066145
841	0.0001818013475
842	0.0001816303106
843	0.0001814228154
844	0.000181006179
845	0.0001808136985
846	0.0001806105886
847	0.0001804060879
848	0.000180212089
849	0.0001797850217
850	0.0001795996938
851	0.0001793975915
852	0.0001792532773
853	0.0001790485496
854	0.0001788449287
855	0.0001786462324
856	0.0001784465994
857	0.0001782423258
858	0.0001780546847
859	0.0001778639214
860	0.0001776662469
861	0.0001774024112
862	0.0001772067235
863	0.0001770145836
864	0.0001768479319
865	0.0001765943709
866	0.0001764328139
867	0.0001762337628
868	0.0001760458946
869	0.0001757969459
870	0.0001756087371
871	0.0001754171933
872	0.0001751908518
873	0.0001750004859
874	0.0001747782174
875	0.0001745809118
876	0.0001743953711
877	0.0001740153489
878	0.0001738606322
879	0.0001736996855
880	0.0001735033308
881	0.0001733260637
882	0.0001731486831
883	0.0001729710187
884	0.0001727864714
885	0.0001726068485
886	0.0001724331436
887	0.0001722409612
888	0.0001720672136
889	0.0001718701919
890	0.0001717045052
891	0.0001714849756
892	0.0001713034936
893	0.0001711518992
894	0.0001709858718
895	0.0001708036377
896	0.0001706414705
897	0.0001704460808
898	0.000170274462
899	0.0001700993237
900	0.0001699176856
901	0.0001695472286
902	0.0001693782636
903	0.0001692084613
904	0.0001689756342
905	0.0001688153261
906	0.0001686514417
907	0.0001684810718
908	0.0001683097226
909	0.0001681357906
910	0.0001679611774
911	0.0001677928084
912	0.0001676172728
913	0.000167447953
914	0.0001672868076
915	0.0001671083059
916	0.0001669354098
917	0.0001667345705
918	0.0001665773846
919	0.0001664041905
920	0.0001662431586
921	0.0001660732712
922	0.0001658900153
923	0.0001657423235
924	0.0001655787513
925	0.000165417393
926	0.0001652481442
927	0.0001650861048
928	0.0001649225184
929	0.0001647590172
930	0.0001645926351
931	0.0001644323411
932	0.0001642723311
933	0.000164098697
934	0.0001639344437
935	0.0001637796135
936	0.0001636137565
937	0.0001634474453
938	0.0001632770044
939	0.0001631130491
940	0.0001629565727
941	0.0001628091222
942	0.0001626370492
943	0.0001624367776
944	0.0001622728649
945	0.0001621251447
946	0.0001619782476
947	0.0001618164636
948	0.0001616718656
949	0.0001615131185
950	0.0001613012808
951	0.0001611463938
952	0.0001609556448
953	0.0001608136438
954	0.000160680101
955	0.0001605323099
956	0.0001603725836
957	0.0001602294473
958	0.0001599277201
959	0.0001597810217
960	0.0001596222179
961	0.0001594690198
962	0.000159280811
963	0.0001591585222
964	0.0001589928071
965	0.0001588470311
966	0.0001586950393
967	0.0001585492917
968	0.0001584410384
969	0.0001582394044
970	0.0001580928337
971	0.0001578956559
972	0.0001577414217
973	0.000157591289
974	0.0001573846879
975	0.0001572337747
976	0.0001570958041
977	0.0001569454443
978	0.0001568047206
979	0.0001566558509
980	0.0001564646051
981	0.0001563159057
982	0.0001561735925
983	0.0001559853696
984	0.0001556641999
985	0.0001555181969
986	0.0001553186632
987	0.000155168715
988	0.0001550228823
989	0.0001548734733
990	0.0001547385965
991	0.0001544325125
992	0.0001542979337
993	0.0001541129464
994	0.0001539818446
995	0.0001538395314
996	0.0001537001133
997	0.0001535696643
998	0.0001532657374
999	0.0001531245879
